"product_name","stock_available","predicted_quantity","shortage","peak_month","seasonal_note"
"LG Model 667",251,362,111,"December","Mostly required in December"
"LG Prime 521",15,126,111,"September","Mostly required in September"
"LG Ultra 909",14,125,111,"March","Mostly required in March"
"HP Series 285",172,283,111,"June","Mostly required in June"
"Prestige Edition 76",418,529,111,"March","Mostly required in March"
"LG Model 113",139,250,111,"November","Mostly required in November"
"Adidas Ultra 922",622,733,111,"January","Mostly required in January"
"Redmi Ultra 160",456,567,111,"September","Mostly required in September"
"Whirlpool Edition 31",320,431,111,"May","Mostly required in May"
"HP Model 160",326,437,111,"January","Mostly required in January"
"Samsung Ultra 697",62,173,111,"November","Mostly required in November"
"Sony Series 317",714,825,111,"January","Mostly required in January"
"Nike Model 133",287,398,111,"December","Mostly required in December"
"Philips Ultra 369",65,176,111,"May","Mostly required in May"
"Apple Model 835",158,269,111,"October","Mostly required in October"
"HP Series 28",288,399,111,"August","Mostly required in August"
"Samsung Model 135",25,136,111,"April","Mostly required in April"
"Whirlpool Series 415",173,284,111,"March","Mostly required in March"
"Samsung Model 656",674,785,111,"December","Mostly required in December"
"Dell Edition 405",91,202,111,"September","Mostly required in September"
"Nike Model 445",269,380,111,"August","Mostly required in August"
"Boat Ultra 692",667,778,111,"September","Mostly required in September"
"Redmi Edition 448",865,976,111,"January","Mostly required in January"
"Nike Series 945",151,262,111,"January","Mostly required in January"
"Reebok Model 63",231,342,111,"November","Mostly required in November"
"Reebok Series 153",599,710,111,"February","Mostly required in February"
"Nike Series 840",135,246,111,"April","Mostly required in April"
"LG Prime 290",51,162,111,"July","Mostly required in July"
"Puma Edition 176",250,360,110,"June","Mostly required in June"
"Apple Edition 778",436,546,110,"December","Mostly required in December"
"Redmi Edition 268",176,286,110,"October","Mostly required in October"
"Adidas Edition 162",363,473,110,"August","Mostly required in August"
"Nike Prime 774",350,460,110,"November","Mostly required in November"
"Redmi Series 987",239,349,110,"August","Mostly required in August"
"Puma Ultra 59",63,173,110,"April","Mostly required in April"
"Apple Prime 418",748,858,110,"January","Mostly required in January"
"Boat Prime 181",32,142,110,"June","Mostly required in June"
"Apple Edition 965",45,155,110,"June","Mostly required in June"
"Apple Ultra 10",238,348,110,"June","Mostly required in June"
"LG Ultra 59",598,708,110,"October","Mostly required in October"
"Redmi Edition 582",147,257,110,"May","Mostly required in May"
"Apple Series 911",170,280,110,"November","Mostly required in November"
"Puma Prime 43",434,544,110,"June","Mostly required in June"
"Samsung Series 351",582,692,110,"February","Mostly required in February"
"Dell Series 235",821,931,110,"June","Mostly required in June"
"Apple Model 53",254,364,110,"February","Mostly required in February"
"Prestige Model 750",277,387,110,"July","Mostly required in July"
"Dell Prime 650",508,618,110,"March","Mostly required in March"
"LG Ultra 670",690,800,110,"January","Mostly required in January"
"Philips Model 353",595,705,110,"September","Mostly required in September"
"Boat Edition 274",270,380,110,"October","Mostly required in October"
"Reebok Series 230",281,391,110,"October","Mostly required in October"
"Philips Edition 468",939,1049,110,"January","Mostly required in January"
"LG Ultra 254",78,188,110,"November","Mostly required in November"
"Reebok Prime 624",706,816,110,"January","Mostly required in January"
"Nike Prime 549",689,799,110,"December","Mostly required in December"
"Reebok Prime 976",55,165,110,"September","Mostly required in September"
"Sony Edition 664",185,295,110,"August","Mostly required in August"
"Philips Model 736",268,378,110,"January","Mostly required in January"
"Puma Ultra 39",113,223,110,"June","Mostly required in June"
"Puma Ultra 517",295,405,110,"January","Mostly required in January"
"Apple Series 51",360,470,110,"May","Mostly required in May"
"Prestige Edition 633",200,310,110,"July","Mostly required in July"
"LG Series 628",69,178,109,"March","Mostly required in March"
"Sony Model 838",30,139,109,"August","Mostly required in August"
"Adidas Model 817",408,517,109,"January","Mostly required in January"
"Adidas Series 234",501,610,109,"January","Mostly required in January"
"Whirlpool Series 611",2,111,109,"March","Mostly required in March"
"Philips Model 600",916,1025,109,"January","Mostly required in January"
"Samsung Model 248",71,180,109,"June","Mostly required in June"
"Puma Model 533",20,129,109,"March","Mostly required in March"
"Adidas Prime 407",195,304,109,"February","Mostly required in February"
"HP Prime 827",799,908,109,"November","Mostly required in November"
"Nike Edition 635",180,289,109,"April","Mostly required in April"
"Apple Prime 380",177,286,109,"December","Mostly required in December"
"Adidas Series 940",6,115,109,"June","Mostly required in June"
"LG Ultra 337",167,276,109,"November","Mostly required in November"
"Redmi Series 551",181,290,109,"February","Mostly required in February"
"Nike Ultra 440",166,275,109,"October","Mostly required in October"
"Sony Series 523",141,250,109,"May","Mostly required in May"
"Dell Prime 863",332,441,109,"May","Mostly required in May"
"Philips Ultra 367",189,298,109,"January","Mostly required in January"
"Redmi Ultra 698",57,166,109,"June","Mostly required in June"
"HP Prime 23",21,130,109,"February","Mostly required in February"
"Apple Prime 398",413,522,109,"January","Mostly required in January"
"Redmi Series 447",11,120,109,"November","Mostly required in November"
"Reebok Model 700",303,412,109,"November","Mostly required in November"
"Reebok Model 652",205,314,109,"April","Mostly required in April"
"Dell Edition 313",26,135,109,"October","Mostly required in October"
"LG Prime 65",566,675,109,"October","Mostly required in October"
"Prestige Prime 325",221,330,109,"June","Mostly required in June"
"Sony Model 617",832,941,109,"February","Mostly required in February"
"LG Prime 812",50,159,109,"January","Mostly required in January"
"Adidas Prime 129",52,161,109,"May","Mostly required in May"
"Puma Edition 391",231,340,109,"February","Mostly required in February"
"Dell Edition 109",243,352,109,"February","Mostly required in February"
"Puma Edition 16",28,137,109,"February","Mostly required in February"
"HP Series 268",3,112,109,"February","Mostly required in February"
"HP Ultra 171",108,217,109,"June","Mostly required in June"
"Boat Edition 931",3,112,109,"May","Mostly required in May"
"LG Model 164",184,293,109,"March","Mostly required in March"
"Samsung Series 92",24,133,109,"February","Mostly required in February"
"Prestige Series 68",47,156,109,"February","Mostly required in February"
"Dell Prime 147",122,231,109,"July","Mostly required in July"
"Philips Model 599",11,120,109,"September","Mostly required in September"
"Prestige Model 810",42,151,109,"June","Mostly required in June"
"LG Model 938",929,1038,109,"January","Mostly required in January"
"HP Prime 472",355,464,109,"May","Mostly required in May"
"Dell Model 372",59,167,108,"April","Mostly required in April"
"Whirlpool Series 729",42,150,108,"August","Mostly required in August"
"Redmi Edition 819",262,370,108,"October","Mostly required in October"
"Reebok Ultra 413",8,116,108,"October","Mostly required in October"
"Samsung Model 97",3,111,108,"July","Mostly required in July"
"Puma Ultra 765",138,246,108,"June","Mostly required in June"
"Nike Ultra 772",111,219,108,"July","Mostly required in July"
"Apple Ultra 197",55,163,108,"October","Mostly required in October"
"Redmi Edition 848",5,113,108,"July","Mostly required in July"
"Redmi Prime 438",231,339,108,"November","Mostly required in November"
"Apple Edition 339",82,190,108,"February","Mostly required in February"
"Prestige Prime 132",125,233,108,"December","Mostly required in December"
"Prestige Series 573",45,153,108,"March","Mostly required in March"
"Reebok Prime 551",195,303,108,"March","Mostly required in March"
"Puma Series 885",9,117,108,"March","Mostly required in March"
"Reebok Edition 899",128,236,108,"September","Mostly required in September"
"LG Series 924",8,116,108,"October","Mostly required in October"
"Puma Series 400",132,240,108,"August","Mostly required in August"
"Whirlpool Ultra 473",60,168,108,"February","Mostly required in February"
"Apple Ultra 374",502,610,108,"January","Mostly required in January"
"Sony Series 736",356,464,108,"May","Mostly required in May"
"Boat Series 942",139,247,108,"November","Mostly required in November"
"Samsung Edition 182",98,206,108,"November","Mostly required in November"
"Prestige Edition 240",397,505,108,"January","Mostly required in January"
"HP Model 755",123,231,108,"February","Mostly required in February"
"Dell Ultra 614",361,469,108,"February","Mostly required in February"
"Sony Series 830",479,587,108,"October","Mostly required in October"
"Boat Prime 669",229,337,108,"January","Mostly required in January"
"LG Edition 247",33,141,108,"August","Mostly required in August"
"Redmi Prime 744",12,120,108,"August","Mostly required in August"
"Boat Series 588",7,115,108,"November","Mostly required in November"
"Dell Ultra 545",2,110,108,"June","Mostly required in June"
"Dell Prime 694",13,121,108,"July","Mostly required in July"
"Reebok Model 707",66,174,108,"July","Mostly required in July"
"Nike Prime 645",519,627,108,"August","Mostly required in August"
"Apple Edition 149",48,156,108,"July","Mostly required in July"
"Whirlpool Ultra 880",24,132,108,"June","Mostly required in June"
"Apple Ultra 162",54,162,108,"June","Mostly required in June"
"Prestige Series 677",332,440,108,"May","Mostly required in May"
"Prestige Ultra 161",175,283,108,"May","Mostly required in May"
"Samsung Ultra 421",673,781,108,"January","Mostly required in January"
"Apple Series 586",464,572,108,"November","Mostly required in November"
"Redmi Prime 261",661,769,108,"January","Mostly required in January"
"Prestige Prime 977",110,218,108,"March","Mostly required in March"
"HP Ultra 824",89,197,108,"November","Mostly required in November"
"Boat Series 14",138,246,108,"January","Mostly required in January"
"Boat Prime 867",316,423,107,"May","Mostly required in May"
"Dell Model 11",120,227,107,"October","Mostly required in October"
"Sony Edition 138",581,688,107,"July","Mostly required in July"
"Sony Model 479",65,172,107,"February","Mostly required in February"
"Prestige Prime 726",296,403,107,"June","Mostly required in June"
"LG Model 797",61,168,107,"October","Mostly required in October"
"Boat Ultra 731",299,406,107,"March","Mostly required in March"
"Puma Series 82",73,180,107,"December","Mostly required in December"
"HP Ultra 51",16,123,107,"August","Mostly required in August"
"Apple Prime 405",386,493,107,"January","Mostly required in January"
"Philips Prime 44",826,933,107,"January","Mostly required in January"
"HP Series 332",174,281,107,"February","Mostly required in February"
"Reebok Series 81",114,221,107,"August","Mostly required in August"
"Reebok Prime 519",120,227,107,"December","Mostly required in December"
"Dell Series 904",21,128,107,"April","Mostly required in April"
"Samsung Model 254",6,113,107,"September","Mostly required in September"
"Sony Model 515",170,277,107,"November","Mostly required in November"
"Nike Series 215",224,331,107,"March","Mostly required in March"
"Reebok Edition 76",61,168,107,"July","Mostly required in July"
"Reebok Model 247",213,320,107,"February","Mostly required in February"
"Sony Edition 916",515,622,107,"January","Mostly required in January"
"Apple Model 722",82,189,107,"September","Mostly required in September"
"Apple Prime 363",734,841,107,"January","Mostly required in January"
"Redmi Edition 268",244,351,107,"September","Mostly required in September"
"Samsung Ultra 961",38,145,107,"July","Mostly required in July"
"Prestige Ultra 125",89,196,107,"March","Mostly required in March"
"Prestige Prime 492",51,158,107,"May","Mostly required in May"
"Prestige Series 919",23,130,107,"August","Mostly required in August"
"Samsung Model 180",126,233,107,"October","Mostly required in October"
"Adidas Edition 20",43,150,107,"April","Mostly required in April"
"Nike Ultra 877",221,328,107,"January","Mostly required in January"
"Reebok Series 999",256,363,107,"June","Mostly required in June"
"Boat Ultra 33",57,164,107,"March","Mostly required in March"
"Nike Series 981",240,347,107,"January","Mostly required in January"
"Dell Series 52",470,577,107,"September","Mostly required in September"
"Philips Ultra 90",438,545,107,"March","Mostly required in March"
"Dell Edition 184",147,254,107,"August","Mostly required in August"
"Prestige Series 658",19,126,107,"March","Mostly required in March"
"LG Ultra 852",530,637,107,"January","Mostly required in January"
"Nike Model 708",263,370,107,"February","Mostly required in February"
"Redmi Ultra 940",26,133,107,"May","Mostly required in May"
"Adidas Series 293",108,215,107,"August","Mostly required in August"
"Prestige Prime 68",135,241,106,"February","Mostly required in February"
"Redmi Model 87",68,174,106,"August","Mostly required in August"
"Nike Model 742",27,133,106,"May","Mostly required in May"
"Adidas Model 107",413,519,106,"January","Mostly required in January"
"LG Model 561",340,446,106,"July","Mostly required in July"
"HP Model 528",893,999,106,"January","Mostly required in January"
"Reebok Prime 262",443,549,106,"January","Mostly required in January"
"Nike Series 724",415,521,106,"May","Mostly required in May"
"Redmi Series 304",221,327,106,"October","Mostly required in October"
"Boat Model 344",308,414,106,"March","Mostly required in March"
"Redmi Prime 658",26,132,106,"May","Mostly required in May"
"HP Prime 220",163,269,106,"June","Mostly required in June"
"Puma Series 138",278,384,106,"April","Mostly required in April"
"Whirlpool Model 211",113,219,106,"February","Mostly required in February"
"HP Ultra 220",525,631,106,"July","Mostly required in July"
"Prestige Prime 352",18,124,106,"June","Mostly required in June"
"LG Edition 124",136,242,106,"December","Mostly required in December"
"Nike Edition 937",272,378,106,"April","Mostly required in April"
"Apple Edition 574",11,117,106,"April","Mostly required in April"
"HP Model 227",424,530,106,"November","Mostly required in November"
"HP Series 44",220,326,106,"February","Mostly required in February"
"Philips Edition 426",655,761,106,"January","Mostly required in January"
"Sony Model 857",815,921,106,"January","Mostly required in January"
"LG Series 894",352,458,106,"November","Mostly required in November"
"Philips Series 631",187,293,106,"February","Mostly required in February"
"Apple Model 13",5,111,106,"September","Mostly required in September"
"Reebok Model 520",261,367,106,"November","Mostly required in November"
"Samsung Prime 846",621,727,106,"July","Mostly required in July"
"Whirlpool Edition 948",214,320,106,"April","Mostly required in April"
"Samsung Edition 932",121,227,106,"July","Mostly required in July"
"Adidas Series 169",42,148,106,"May","Mostly required in May"
"Adidas Prime 946",36,142,106,"January","Mostly required in January"
"Redmi Ultra 816",38,144,106,"December","Mostly required in December"
"Reebok Model 744",100,206,106,"October","Mostly required in October"
"Whirlpool Ultra 256",38,144,106,"October","Mostly required in October"
"Redmi Edition 157",256,362,106,"March","Mostly required in March"
"Adidas Prime 586",472,578,106,"January","Mostly required in January"
"Adidas Prime 773",113,219,106,"October","Mostly required in October"
"Boat Model 329",192,298,106,"May","Mostly required in May"
"Sony Model 30",95,200,105,"October","Mostly required in October"
"Adidas Prime 80",589,694,105,"January","Mostly required in January"
"Reebok Model 469",111,216,105,"January","Mostly required in January"
"Puma Series 100",132,237,105,"November","Mostly required in November"
"Dell Ultra 407",2,107,105,"September","Mostly required in September"
"Apple Edition 511",13,118,105,"February","Mostly required in February"
"Whirlpool Series 769",87,192,105,"May","Mostly required in May"
"Whirlpool Ultra 714",82,187,105,"October","Mostly required in October"
"Redmi Ultra 822",277,382,105,"October","Mostly required in October"
"Samsung Prime 554",754,859,105,"January","Mostly required in January"
"Puma Edition 941",32,137,105,"May","Mostly required in May"
"LG Model 343",343,448,105,"December","Mostly required in December"
"LG Edition 157",417,522,105,"June","Mostly required in June"
"Samsung Ultra 786",111,216,105,"August","Mostly required in August"
"Prestige Edition 90",20,125,105,"February","Mostly required in February"
"Redmi Ultra 65",200,305,105,"June","Mostly required in June"
"Apple Ultra 33",352,457,105,"July","Mostly required in July"
"Adidas Prime 528",298,403,105,"January","Mostly required in January"
"Sony Series 511",284,389,105,"October","Mostly required in October"
"Puma Series 604",347,452,105,"April","Mostly required in April"
"Redmi Edition 953",99,204,105,"December","Mostly required in December"
"Nike Prime 750",209,314,105,"January","Mostly required in January"
"Nike Ultra 280",211,316,105,"September","Mostly required in September"
"HP Ultra 453",608,713,105,"November","Mostly required in November"
"Redmi Series 414",89,194,105,"November","Mostly required in November"
"Puma Series 524",174,279,105,"August","Mostly required in August"
"Whirlpool Prime 698",24,129,105,"October","Mostly required in October"
"Philips Edition 78",153,258,105,"December","Mostly required in December"
"Whirlpool Ultra 890",191,296,105,"February","Mostly required in February"
"Apple Edition 497",3,108,105,"August","Mostly required in August"
"Samsung Edition 333",275,380,105,"May","Mostly required in May"
"Apple Model 760",163,268,105,"March","Mostly required in March"
"Boat Prime 631",568,673,105,"March","Mostly required in March"
"Puma Ultra 291",99,203,104,"May","Mostly required in May"
"Adidas Prime 413",45,149,104,"July","Mostly required in July"
"HP Series 168",77,181,104,"November","Mostly required in November"
"Dell Model 938",6,110,104,"April","Mostly required in April"
"Samsung Series 881",124,228,104,"February","Mostly required in February"
"HP Prime 157",259,363,104,"June","Mostly required in June"
"Reebok Series 292",244,348,104,"April","Mostly required in April"
"Reebok Ultra 430",145,249,104,"November","Mostly required in November"
"Dell Ultra 588",164,268,104,"February","Mostly required in February"
"Dell Edition 340",89,193,104,"October","Mostly required in October"
"Boat Ultra 145",26,130,104,"December","Mostly required in December"
"Whirlpool Series 793",272,376,104,"October","Mostly required in October"
"Adidas Model 633",151,255,104,"December","Mostly required in December"
"Adidas Prime 201",267,371,104,"June","Mostly required in June"
"Sony Series 478",56,160,104,"March","Mostly required in March"
"Redmi Ultra 368",604,708,104,"April","Mostly required in April"
"Apple Prime 404",171,275,104,"August","Mostly required in August"
"Nike Prime 228",354,458,104,"April","Mostly required in April"
"Boat Prime 377",94,198,104,"October","Mostly required in October"
"Nike Edition 671",469,573,104,"January","Mostly required in January"
"LG Ultra 585",27,131,104,"June","Mostly required in June"
"Samsung Prime 798",60,164,104,"September","Mostly required in September"
"HP Series 156",559,663,104,"June","Mostly required in June"
"Sony Ultra 163",9,113,104,"July","Mostly required in July"
"LG Ultra 149",276,380,104,"November","Mostly required in November"
"Nike Series 448",548,652,104,"January","Mostly required in January"
"Adidas Ultra 590",450,554,104,"January","Mostly required in January"
"Philips Prime 744",212,316,104,"June","Mostly required in June"
"Puma Edition 673",41,145,104,"August","Mostly required in August"
"HP Series 124",200,304,104,"January","Mostly required in January"
"Apple Ultra 60",21,125,104,"December","Mostly required in December"
"Nike Edition 87",278,382,104,"July","Mostly required in July"
"Philips Series 406",44,148,104,"July","Mostly required in July"
"Boat Edition 256",910,1014,104,"November","Mostly required in November"
"Nike Model 90",57,161,104,"July","Mostly required in July"
"Philips Edition 425",85,189,104,"February","Mostly required in February"
"Sony Prime 636",29,132,103,"September","Mostly required in September"
"Samsung Series 132",344,447,103,"August","Mostly required in August"
"Adidas Edition 583",367,470,103,"July","Mostly required in July"
"Whirlpool Series 364",142,245,103,"January","Mostly required in January"
"Samsung Series 155",202,305,103,"February","Mostly required in February"
"Redmi Prime 922",248,351,103,"August","Mostly required in August"
"Samsung Ultra 824",469,572,103,"October","Mostly required in October"
"Whirlpool Ultra 233",84,187,103,"September","Mostly required in September"
"HP Series 162",538,641,103,"July","Mostly required in July"
"Samsung Ultra 617",90,193,103,"July","Mostly required in July"
"Apple Series 271",68,171,103,"June","Mostly required in June"
"Dell Prime 259",68,171,103,"January","Mostly required in January"
"Puma Edition 274",130,233,103,"June","Mostly required in June"
"Whirlpool Series 940",280,383,103,"April","Mostly required in April"
"Puma Series 332",141,244,103,"October","Mostly required in October"
"Adidas Model 105",38,141,103,"July","Mostly required in July"
"Redmi Model 144",255,358,103,"March","Mostly required in March"
"Redmi Series 982",106,209,103,"October","Mostly required in October"
"Samsung Model 867",40,143,103,"August","Mostly required in August"
"Apple Edition 399",22,125,103,"July","Mostly required in July"
"Redmi Series 526",986,1089,103,"January","Mostly required in January"
"Samsung Ultra 291",431,534,103,"February","Mostly required in February"
"LG Ultra 265",43,146,103,"October","Mostly required in October"
"Philips Model 474",119,222,103,"July","Mostly required in July"
"LG Series 207",274,377,103,"September","Mostly required in September"
"Samsung Model 733",231,334,103,"December","Mostly required in December"
"LG Edition 903",303,406,103,"August","Mostly required in August"
"Sony Ultra 517",40,143,103,"March","Mostly required in March"
"Sony Model 38",72,175,103,"July","Mostly required in July"
"Philips Model 252",54,157,103,"July","Mostly required in July"
"Dell Ultra 633",154,257,103,"March","Mostly required in March"
"Nike Model 534",64,167,103,"May","Mostly required in May"
"Boat Edition 116",160,263,103,"April","Mostly required in April"
"Philips Series 45",263,366,103,"December","Mostly required in December"
"Apple Model 930",100,203,103,"April","Mostly required in April"
"LG Edition 315",108,211,103,"October","Mostly required in October"
"Whirlpool Prime 243",294,397,103,"October","Mostly required in October"
"Reebok Ultra 896",186,289,103,"November","Mostly required in November"
"Philips Ultra 374",22,125,103,"April","Mostly required in April"
"LG Prime 489",39,142,103,"January","Mostly required in January"
"Nike Edition 192",36,139,103,"April","Mostly required in April"
"Dell Series 108",28,131,103,"March","Mostly required in March"
"Prestige Ultra 216",38,141,103,"December","Mostly required in December"
"Whirlpool Edition 365",421,524,103,"February","Mostly required in February"
"Samsung Ultra 200",274,377,103,"August","Mostly required in August"
"Boat Edition 387",989,1091,102,"January","Mostly required in January"
"Adidas Model 348",73,175,102,"October","Mostly required in October"
"Samsung Prime 349",173,275,102,"April","Mostly required in April"
"Samsung Series 760",36,138,102,"August","Mostly required in August"
"Samsung Prime 371",507,609,102,"July","Mostly required in July"
"LG Series 813",230,332,102,"August","Mostly required in August"
"Sony Ultra 260",130,232,102,"April","Mostly required in April"
"Nike Ultra 153",234,336,102,"July","Mostly required in July"
"Samsung Series 675",687,789,102,"April","Mostly required in April"
"Apple Edition 473",168,270,102,"June","Mostly required in June"
"Whirlpool Model 474",35,137,102,"October","Mostly required in October"
"Philips Ultra 616",106,208,102,"April","Mostly required in April"
"HP Ultra 122",390,492,102,"February","Mostly required in February"
"Boat Model 950",55,157,102,"November","Mostly required in November"
"Apple Prime 912",198,300,102,"June","Mostly required in June"
"Redmi Ultra 906",498,600,102,"September","Mostly required in September"
"HP Model 918",0,102,102,"May","Mostly required in May"
"Dell Series 76",30,132,102,"February","Mostly required in February"
"Philips Series 231",91,193,102,"June","Mostly required in June"
"Reebok Model 943",156,258,102,"June","Mostly required in June"
"Dell Prime 192",27,129,102,"January","Mostly required in January"
"Adidas Series 17",248,350,102,"December","Mostly required in December"
"HP Ultra 460",159,261,102,"May","Mostly required in May"
"Samsung Model 837",33,135,102,"November","Mostly required in November"
"Redmi Series 151",709,811,102,"January","Mostly required in January"
"Sony Model 305",32,134,102,"April","Mostly required in April"
"Reebok Series 818",3,105,102,"August","Mostly required in August"
"Puma Edition 72",23,125,102,"December","Mostly required in December"
"Boat Edition 790",667,769,102,"July","Mostly required in July"
"Apple Series 769",244,346,102,"April","Mostly required in April"
"Boat Prime 209",13,115,102,"March","Mostly required in March"
"Adidas Ultra 87",26,128,102,"March","Mostly required in March"
"Philips Series 445",624,726,102,"July","Mostly required in July"
"Sony Model 488",822,924,102,"January","Mostly required in January"
"Redmi Edition 834",123,225,102,"November","Mostly required in November"
"Sony Series 357",35,137,102,"March","Mostly required in March"
"Nike Edition 204",186,288,102,"August","Mostly required in August"
"Boat Ultra 278",297,399,102,"June","Mostly required in June"
"LG Edition 199",72,174,102,"September","Mostly required in September"
"Reebok Ultra 405",50,152,102,"September","Mostly required in September"
"Prestige Model 310",36,138,102,"December","Mostly required in December"
"Whirlpool Ultra 547",283,385,102,"August","Mostly required in August"
"Dell Prime 523",31,133,102,"December","Mostly required in December"
"Nike Ultra 818",43,145,102,"February","Mostly required in February"
"Puma Series 407",132,234,102,"October","Mostly required in October"
"Sony Series 751",156,258,102,"July","Mostly required in July"
"Dell Prime 391",747,849,102,"January","Mostly required in January"
"Dell Edition 761",154,256,102,"November","Mostly required in November"
"Boat Series 682",67,169,102,"October","Mostly required in October"
"Redmi Ultra 856",1,102,101,"December","Mostly required in December"
"Sony Prime 372",57,158,101,"August","Mostly required in August"
"Nike Model 464",130,231,101,"March","Mostly required in March"
"Adidas Model 387",196,297,101,"June","Mostly required in June"
"Dell Series 123",179,280,101,"November","Mostly required in November"
"Dell Series 575",117,218,101,"May","Mostly required in May"
"LG Series 599",403,504,101,"September","Mostly required in September"
"HP Model 267",121,222,101,"August","Mostly required in August"
"Whirlpool Ultra 502",479,580,101,"January","Mostly required in January"
"Dell Model 354",140,241,101,"July","Mostly required in July"
"Adidas Edition 19",212,313,101,"September","Mostly required in September"
"Philips Prime 879",87,188,101,"September","Mostly required in September"
"Adidas Model 338",306,407,101,"July","Mostly required in July"
"Samsung Edition 352",124,225,101,"July","Mostly required in July"
"Prestige Series 45",573,674,101,"October","Mostly required in October"
"Prestige Model 516",271,372,101,"September","Mostly required in September"
"Whirlpool Edition 537",230,331,101,"October","Mostly required in October"
"Redmi Model 369",90,191,101,"September","Mostly required in September"
"Sony Series 63",27,128,101,"May","Mostly required in May"
"Redmi Prime 150",124,225,101,"November","Mostly required in November"
"Puma Ultra 655",137,238,101,"May","Mostly required in May"
"LG Ultra 840",81,182,101,"July","Mostly required in July"
"Boat Edition 744",135,236,101,"July","Mostly required in July"
"Nike Series 627",700,801,101,"September","Mostly required in September"
"Apple Prime 962",276,377,101,"February","Mostly required in February"
"Puma Series 928",95,196,101,"May","Mostly required in May"
"Dell Prime 747",15,116,101,"September","Mostly required in September"
"HP Prime 991",506,607,101,"January","Mostly required in January"
"Prestige Edition 723",116,217,101,"November","Mostly required in November"
"Whirlpool Prime 92",51,152,101,"July","Mostly required in July"
"Apple Edition 79",71,172,101,"August","Mostly required in August"
"Philips Series 342",11,112,101,"August","Mostly required in August"
"Sony Edition 83",64,165,101,"March","Mostly required in March"
"LG Edition 506",31,132,101,"May","Mostly required in May"
"Prestige Series 207",54,155,101,"November","Mostly required in November"
"Adidas Model 770",16,117,101,"May","Mostly required in May"
"Redmi Model 65",530,631,101,"August","Mostly required in August"
"Whirlpool Ultra 714",417,518,101,"August","Mostly required in August"
"Prestige Model 698",182,283,101,"July","Mostly required in July"
"Puma Series 325",515,616,101,"October","Mostly required in October"
"Redmi Ultra 450",277,378,101,"July","Mostly required in July"
"Sony Series 461",19,120,101,"May","Mostly required in May"
"Prestige Ultra 297",109,210,101,"March","Mostly required in March"
"Dell Edition 997",5,106,101,"January","Mostly required in January"
"Prestige Edition 142",147,247,100,"March","Mostly required in March"
"Prestige Model 74",184,284,100,"April","Mostly required in April"
"LG Edition 285",75,175,100,"July","Mostly required in July"
"Apple Model 149",377,477,100,"December","Mostly required in December"
"Whirlpool Series 335",768,868,100,"January","Mostly required in January"
"Philips Series 90",103,203,100,"February","Mostly required in February"
"Boat Series 178",17,117,100,"July","Mostly required in July"
"Prestige Series 656",193,293,100,"June","Mostly required in June"
"Philips Prime 775",492,592,100,"February","Mostly required in February"
"Sony Edition 755",34,134,100,"July","Mostly required in July"
"Adidas Prime 940",128,228,100,"October","Mostly required in October"
"Dell Ultra 879",191,291,100,"December","Mostly required in December"
"Adidas Model 84",59,159,100,"August","Mostly required in August"
"Adidas Ultra 233",80,180,100,"July","Mostly required in July"
"Whirlpool Ultra 764",174,274,100,"May","Mostly required in May"
"Redmi Prime 650",30,130,100,"September","Mostly required in September"
"HP Ultra 761",597,697,100,"June","Mostly required in June"
"HP Ultra 214",41,141,100,"January","Mostly required in January"
"Dell Ultra 983",825,925,100,"January","Mostly required in January"
"HP Model 742",438,538,100,"January","Mostly required in January"
"Dell Series 399",177,277,100,"October","Mostly required in October"
"Whirlpool Series 315",176,276,100,"September","Mostly required in September"
"HP Model 480",77,177,100,"May","Mostly required in May"
"Prestige Series 455",167,267,100,"May","Mostly required in May"
"HP Edition 404",255,355,100,"March","Mostly required in March"
"Prestige Prime 758",445,545,100,"November","Mostly required in November"
"Dell Ultra 637",217,317,100,"February","Mostly required in February"
"Reebok Model 458",195,295,100,"August","Mostly required in August"
"Adidas Model 925",182,282,100,"November","Mostly required in November"
"Nike Ultra 66",10,110,100,"October","Mostly required in October"
"Adidas Series 204",287,387,100,"December","Mostly required in December"
"Samsung Series 787",107,207,100,"October","Mostly required in October"
"Boat Model 13",119,219,100,"October","Mostly required in October"
"Apple Series 668",245,345,100,"January","Mostly required in January"
"Boat Ultra 649",58,158,100,"July","Mostly required in July"
"Adidas Prime 178",394,494,100,"January","Mostly required in January"
"Philips Series 357",157,257,100,"September","Mostly required in September"
"Apple Series 296",450,550,100,"November","Mostly required in November"
"Whirlpool Series 387",4,104,100,"January","Mostly required in January"
"Redmi Ultra 456",65,165,100,"February","Mostly required in February"
"Samsung Ultra 514",91,190,99,"January","Mostly required in January"
"Whirlpool Prime 850",170,269,99,"October","Mostly required in October"
"Dell Prime 69",229,328,99,"April","Mostly required in April"
"Nike Prime 876",148,247,99,"December","Mostly required in December"
"HP Model 250",4,103,99,"October","Mostly required in October"
"HP Series 850",146,245,99,"May","Mostly required in May"
"Sony Ultra 379",502,601,99,"December","Mostly required in December"
"Puma Ultra 611",11,110,99,"August","Mostly required in August"
"Prestige Ultra 611",622,721,99,"July","Mostly required in July"
"Samsung Edition 655",46,145,99,"April","Mostly required in April"
"Sony Model 964",92,191,99,"October","Mostly required in October"
"Philips Edition 521",260,359,99,"February","Mostly required in February"
"Apple Series 287",249,348,99,"January","Mostly required in January"
